OBJECTID_1,OBJECTID,LOCALID,NAME,GEOTYPE,FULLFIPS,LEGALAREA,EFFECTDATE,ENDDATE,SRCREF,ACRES,SQMILES,OLDNAME,NPU,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,GLOBALID,Shape_Leng,aggregatio,HasData,ORIGINAL_O,sourceCoun,apportionm,population,populati_1,gender_MED,gender_MAL,gender_M_1,gender_M_2,gender_M_3,gender_M_4,gender_M_5,gender_M_6,gender_M_7,gender_M_8,gender_M_9,gender__10,gender__11,gender__12,gender__13,gender__14,gender__15,gender__16,gender__17,gender__18,gender__19,gender__20,gender__21,gender__22,gender__23,gender__24,gender__25,gender__26,gender__27,gender_FEM,gender_F_1,gender_F_2,gender_F_3,gender_F_4,gender_F_5,gender_F_6,gender_F_7,gender_F_8,gender_F_9,gender__28,gender__29,gender__30,gender__31,gender__32,gender__33,gender__34,gender__35,gender__36,gender__37,gender__38,gender__39,gender__40,gender__41,gender__42,gender__43,gender__44,gender__45,householdt,OwnerRente,OwnerRen_1,OwnerRen_2,OwnerRen_3,housinguni,vacant_VAC,vacant_V_1,raceandhis,raceandh_1,raceandh_2,raceandh_3,raceandh_4,raceandh_5,raceandh_6,raceandh_7,raceandh_8,raceandh_9,raceand_10,raceand_11,hispanicor,hispanic_1,educationa,educatio_1,educatio_2,educatio_3,educatio_4,educatio_5,educatio_6,househol_1,households,householdi,homevalue_,F5yearincre,unitsinstr,unitsins_1,unitsins_2,unitsins_3,unitsins_4,unitsins_5,unitsins_6,unitsins_7,unitsins_8,unitsins_9,unitsin_10,unitsin_11,unitsin_12,unitsin_13,unitsin_14,unitsin_15,commute_AC,commute__1,commute__2,commute__3,commute__4,commute__5,commute__6,Shape__Area,Shape__Length
102,, ,Dixie Hills,Neighborhood, ,0,,, ,467.77,0.73,Dixie Hills,J, ,,GIS,2022/05/24 00:00:00+00,{BD20CBF5-8A5D-423D-A18C-0634F965B657},23970.9578235079,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,89,US,2.576,2.191,1638,40.1,795,48.53,51,6.42,54,6.79,57,7.17,44,5.53,52,6.54,42,5.28,50,6.29,57,7.17,53,6.67,57,7.17,46,5.79,47,5.91,49,6.16,843,51.47,43,5.1,48,5.69,55,6.52,55,6.52,44,5.22,43,5.1,61,7.24,61,7.24,66,7.83,48,5.69,39,4.63,45,5.34,52,6.17,614,344,56.03,270,43.97,793,179,22.57,45,2.75,1496,91.33,2,0.12,3,0.18,0,0,32,1.95,39,2.38,14.95,35.53,3.69,17.68,5.98,9.32,8.8,2.55,39.05,41324,184009,40.1,9,1.16,27,3.49,99,12.81,84,10.87,0,0,19,2.46,0,0,535,69.21,14.21,2.54,0,0,8.46,70.56,4.23,20375775.6169434,23970.9578235079
103,, ,Grove Park,Neighborhood, ,0,,, ,1341.66,2.1,Grove Park,J, ,,GIS,2022/05/24 00:00:00+00,{99D06944-AAC3-4EF7-9FCD-79353A5BDF85},41561.5292520044,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,90,US,2.576,2.191,5273,37.1,2676,50.75,149,5.57,164,6.13,210,7.85,189,7.06,151,5.64,192,7.17,210,7.85,204,7.62,177,6.61,172,6.43,151,5.64,187,6.99,177,6.61,2597,49.25,142,5.47,158,6.08,173,6.66,162,6.24,170,6.55,200,7.7,210,8.09,170,6.55,162,6.24,153,5.89,144,5.54,128,4.93,157,6.05,1984,876,44.15,1108,55.85,2570,586,22.8,335,6.35,4620,87.62,23,0.44,15,0.28,0,0,77,1.46,179,3.39,12.82,22.47,7.49,14.29,9.13,23.97,7.24,2.59,32.61,35604,252957,37.1,176,6.15,52,1.82,68,2.38,188,6.57,67,2.34,137,4.79,79,2.76,2075,72.55,18.63,4.76,3.54,0.41,3.33,58.19,11.15,58442277.126709,41561.5292520044
104,, ,Fairburn Heights,Neighborhood, ,0,,, ,356.52,0.56,Fairburn Heights,H, ,,GIS,2022/05/24 00:00:00+00,{7A6E0434-9AD7-497E-B5BD-1D0425938C00},18505.1379450653,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,91,US,2.576,2.191,1172,37.1,553,47.18,37,6.69,42,7.59,48,8.68,39,7.05,34,6.15,34,6.15,37,6.69,39,7.05,38,6.87,32,5.79,31,5.61,35,6.33,33,5.97,619,52.82,38,6.14,43,6.95,42,6.79,37,5.98,31,5.01,40,6.46,47,7.59,45,7.27,45,7.27,35,5.65,28,4.52,35,5.65,40,6.46,401,198,49.38,203,50.62,475,74,15.58,19,1.62,1051,89.68,1,0.09,9,0.77,0,0,41,3.5,70,5.97,7.82,39.62,0.77,7.05,18.33,11.03,13.59,2.92,39.67,35659,212931,37.1,20,4.74,3,0.71,0,0,38,9,0,0,0,0,7,1.66,352,83.41,21.56,2.96,0,0,17.52,53.64,4.31,15530107.5217285,18505.1379450653
105,, ,Adamsville,Neighborhood, ,0,,, ,583.36,0.91,Adamsville,H, ,,GIS,2022/05/24 00:00:00+00,{FE0AA82E-8956-4854-ABF3-DE930407EBFD},32866.9493950251,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,92,US,2.576,2.191,2288,36.7,1029,44.97,80,7.77,90,8.75,77,7.48,85,8.26,74,7.19,63,6.12,67,6.51,68,6.61,62,6.03,38,3.69,56,5.44,50,4.86,56,5.44,1259,55.03,74,5.88,69,5.48,92,7.31,85,6.75,82,6.51,76,6.04,80,6.35,81,6.43,79,6.27,65,5.16,79,6.27,54,4.29,73,5.8,929,358,38.54,571,61.46,1028,99,9.63,20,0.87,2120,92.66,1,0.04,14,0.61,1,0.04,71,3.1,104,4.55,21.7,34.89,4.46,13.79,4.87,7.3,10.62,2.46,30.88,39223,175641,36.7,173,15.92,47,4.32,115,10.58,80,7.36,55,5.06,9,0.83,5,0.46,591,54.37,14.99,2.01,1.61,0,42.76,32.39,6.24,25410961.4890137,32866.9493950251
106,, ,Fairburn Road/Wisteria Lane,Neighborhood, ,0,,, ,83.45,0.13,Fairburn Road/Wisteria La,H, ,,GIS,2022/05/24 00:00:00+00,{F6908383-0CF2-4DD1-A771-8126488CA11D},8676.99120894038,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,93,US,2.576,2.191,64,46.2,31,48.44,1,3.23,2,6.45,1,3.23,2,6.45,2,6.45,3,9.68,2,6.45,2,6.45,2,6.45,1,3.23,2,6.45,2,6.45,2,6.45,33,51.56,2,6.06,1,3.03,2,6.06,2,6.06,2,6.06,2,6.06,1,3.03,2,6.06,2,6.06,1,3.03,2,6.06,2,6.06,2,6.06,19,14,73.68,5,26.32,20,1,5,1,1.56,56,87.5,0,0,0,0,0,0,4,6.25,5,7.81,4.26,21.28,4.26,25.53,2.13,14.89,25.53,3.37,0,78168,175000,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,95.65,45.71,0,0,0,0,40,11.43,3634892.38330078,8676.99120894038
107,, ,Ridgecrest Forest,Neighborhood, ,0,,, ,74.17,0.12,Ridgecrest Forest,H, ,,GIS,2022/05/24 00:00:00+00,{1AA7A569-E750-453A-BE8C-8D0533A4AB25},7407.54604566765,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,94,US,2.576,2.191,434,34.9,200,46.08,12,6,12,6,12,6,15,7.5,18,9,17,8.5,17,8.5,14,7,10,5,11,5.5,13,6.5,12,6,13,6.5,234,53.92,15,6.41,15,6.41,15,6.41,13,5.56,17,7.26,18,7.69,21,8.97,16,6.84,14,5.98,12,5.13,16,6.84,13,5.56,12,5.13,174,65,37.36,109,62.64,178,4,2.25,9,2.07,403,92.86,0,0,2,0.46,0,0,6,1.38,14,3.23,0.69,21.11,5.54,5.54,6.23,42.91,17.3,2.49,12.39,56448,425000,34.9,6,2.79,5,2.33,63,29.3,42,19.53,10,4.65,0,0,3,1.4,87,40.47,9,16.08,0,1.29,8.36,62.38,2.89,3230668.43896484,7407.54604566765
108,, ,Wildwood (NPU-H),Neighborhood, ,0,,, ,178.7,0.28,Wildwood,H, ,,GIS,2022/05/24 00:00:00+00,{0D75340F-DF45-4B40-ACD4-C60671EDC1C9},14444.622957004,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,95,US,2.576,2.191,460,38.5,199,43.26,15,7.54,15,7.54,15,7.54,15,7.54,15,7.54,15,7.54,15,7.54,14,7.04,13,6.53,9,4.52,9,4.52,9,4.52,11,5.53,261,56.74,13,4.98,13,4.98,10,3.83,16,6.13,16,6.13,15,5.75,18,6.9,17,6.51,15,5.75,13,4.98,13,4.98,15,5.75,18,6.9,142,52,36.62,90,63.38,157,15,9.55,4,0.87,435,94.57,1,0.22,2,0.43,0,0,7,1.52,10,2.17,14.2,38.49,0,16.72,16.09,12.93,1.58,3.24,4.67,41999,178571,38.5,22,12.09,0,0,44,24.18,47,25.82,0,0,0,0,18,9.89,43,23.63,3.17,0,0,0,5.43,69.68,21.72,7784112.69042969,14444.622957004
109,, ,Boulder Park,Neighborhood, ,0,,, ,386,0.6,Boulder Park,H, ,,GIS,2022/05/24 00:00:00+00,{352C524B-A304-427A-8FCF-E1DE7C57464F},27275.1223392573,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,96,US,2.576,2.191,398,37.5,177,44.47,12,6.78,12,6.78,12,6.78,13,7.34,14,7.91,14,7.91,14,7.91,13,7.34,11,6.21,9,5.08,10,5.65,9,5.08,11,6.21,221,55.53,12,5.43,12,5.43,11,4.98,13,5.88,14,6.33,15,6.79,17,7.69,14,6.33,13,5.88,11,4.98,12,5.43,13,5.88,14,6.33,139,52,37.41,87,62.59,146,7,4.79,5,1.26,373,93.72,1,0.25,2,0.5,0,0,7,1.76,11,2.76,9.19,31.99,2.21,12.87,12.13,23.53,7.72,2.86,8.81,45221,225000,37.5,17,9.83,3,1.73,43,24.86,39,22.54,4,2.31,0,0,11,6.36,53,30.64,6.33,8.14,0,0.45,7.24,66.06,12.22,16814010.8464355,27275.1223392573
110,, ,Westhaven,Neighborhood, ,0,,, ,151.81,0.24,Westhaven,I, ,,GIS,2022/05/24 00:00:00+00,{8B26E3F8-0B0F-4AFD-9F7F-300C47A6B145},12208.2135502083,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,97,US,2.576,2.191,515,41.8,244,47.38,10,4.1,12,4.92,15,6.15,14,5.74,12,4.92,9,3.69,23,9.43,27,11.07,20,8.2,16,6.56,15,6.15,19,7.79,16,6.56,271,52.62,13,4.8,14,5.17,11,4.06,15,5.54,13,4.8,11,4.06,24,8.86,21,7.75,18,6.64,19,7.01,16,5.9,19,7.01,22,8.12,229,161,70.31,68,29.69,246,17,6.91,9,1.75,485,94.17,1,0.19,0,0,0,0,5,0.97,13,2.52,3.6,31.11,1.54,12.6,3.86,22.11,22.11,2.25,17.06,57446,206373,41.8,0,0,0,0,0,0,0,0,0,0,0,0,30,10.31,261,89.69,0,0,0,0,0,100,0,6612776.3347168,12208.2135502083
111,, ,Harland Terrace,Neighborhood, ,0,,, ,294.69,0.46,Harland Terrace,I, ,,GIS,2022/05/24 00:00:00+00,{C8A569C5-DD58-4C1F-9F93-10321DD951F7},18221.2305160724,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,98,US,2.576,2.191,1843,38.6,741,40.21,60,8.1,61,8.23,70,9.45,51,6.88,40,5.4,42,5.67,58,7.83,48,6.48,48,6.48,33,4.45,23,3.1,40,5.4,47,6.34,1102,59.79,45,4.08,46,4.17,64,5.81,59,5.35,59,5.35,71,6.44,107,9.71,78,7.08,64,5.81,63,5.72,49,4.45,43,3.9,58,5.26,941,38,4.04,903,95.96,990,49,4.95,13,0.71,1744,94.63,0,0,2,0.11,0,0,53,2.88,72,3.91,14.51,39.18,4.73,21.57,0.16,18.62,0.23,1.96,33.19,28440,241667,38.6,203,27.28,52,6.99,218,29.3,114,15.32,110,14.78,0,0,3,0.4,44,5.91,0.18,0,2.31,0,23.62,51.33,22.56,12836674.5812988,18221.2305160724
112,, ,Peyton Forest,Neighborhood, ,0,,, ,286.49,0.45,Peyton Forest,I, ,,GIS,2022/05/24 00:00:00+00,{C68109AF-94C5-4E31-9CFE-7B05860B8ED4},18931.4892936537,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,99,US,2.576,2.191,1488,39.6,681,45.77,38,5.58,42,6.17,50,7.34,53,7.78,36,5.29,37,5.43,48,7.05,49,7.2,46,6.75,43,6.31,41,6.02,43,6.31,47,6.9,807,54.23,35,4.34,39,4.83,50,6.2,45,5.58,55,6.82,57,7.06,58,7.19,61,7.56,57,7.06,45,5.58,54,6.69,43,5.33,40,4.96,613,355,57.91,258,42.09,730,117,16.03,39,2.62,1235,83,4,0.27,12,0.81,3,0.2,119,8,171,11.49,7.75,27.56,3.64,22.97,3.25,15.79,14.35,2.43,19.11,60400,291901,39.6,156,22.41,50,7.18,45,6.47,30,4.31,0,0,0,0,1,0.14,413,59.34,11.27,0,1.45,0,20.91,65.09,1.27,12479594.7731934,18931.4892936537
113,, ,East Ardley Road,Neighborhood, ,0,,, ,65.68,0.1,East Ardley Road,I, ,,GIS,2022/05/24 00:00:00+00,{F390B456-5B78-4FC2-BE4C-0382FF9262AA},7269.55692682471,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,100,US,2.576,2.191,270,50,127,47.04,4,3.15,4,3.15,7,5.51,8,6.3,8,6.3,6,4.72,7,5.51,9,7.09,9,7.09,8,6.3,10,7.87,10,7.87,9,7.09,143,52.96,4,2.8,4,2.8,5,3.5,5,3.5,10,6.99,7,4.9,7,4.9,8,5.59,10,6.99,8,5.59,9,6.29,9,6.29,10,6.99,94,81,86.17,13,13.83,104,10,9.62,5,1.85,245,90.74,2,0.74,1,0.37,0,0,5,1.85,9,3.33,7.98,10.8,6.1,23.47,7.98,19.72,23.94,2.84,3.23,101681,270000,50,0,0,0,0,0,0,0,0,0,0,0,0,7,4.43,152,96.2,5.06,3.37,0,0,29.78,60.67,1.12,2860966.87207031,7269.55692682471
114,, ,West Manor,Neighborhood, ,0,,, ,171.92,0.27,West Manor,I, ,,GIS,2022/05/24 00:00:00+00,{6E347D39-ED9E-4CE0-BE65-B375BEDB2DE9},12776.4229065826,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,101,US,2.576,2.191,414,40.5,175,42.27,12,6.86,13,7.43,7,4,12,6.86,13,7.43,9,5.14,14,8,14,8,12,6.86,11,6.29,12,6.86,8,4.57,10,5.71,239,57.73,11,4.6,7,2.93,10,4.18,12,5.02,17,7.11,16,6.69,16,6.69,21,8.79,20,8.37,18,7.53,13,5.44,9,3.77,14,5.86,182,136,74.73,46,25.27,205,23,11.22,6,1.45,394,95.17,2,0.48,1,0.24,0,0,4,0.97,6,1.45,3.32,6.31,2.33,6.64,5.32,27.91,48.17,2.24,6.04,78602,267500,40.5,5,2.7,0,0,4,2.16,0,0,0,0,0,0,63,34.05,113,61.08,21.67,6.67,0,0,8.33,63.33,0,7488643.94628906,12776.4229065826
115,, ,Emory,Neighborhood, ,0,,, ,0,0,Emory,F,SHENDERSON,2022/08/24 00:00:00+00,SHENDERSON,2022/08/24 00:00:00+00,{8E289FFF-F383-4A56-BB1E-4426D27799CE},51489.7741833277,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,235,US,2.576,2.191,6491,24.6,2771,42.69,26,0.94,6,0.22,13,0.47,168,6.06,1278,46.12,720,25.98,166,5.99,78,2.81,69,2.49,19,0.69,43,1.55,16,0.58,33,1.19,3720,57.31,15,0.4,18,0.48,13,0.35,178,4.78,1788,48.06,933,25.08,207,5.56,148,3.98,21,0.56,38,1.02,27,0.73,33,0.89,31,0.83,1120,70,6.25,1050,93.75,1254,134,10.69,2300,35.43,2503,38.56,1245,19.18,7,0.11,3,0.05,156,2.4,365,5.62,0.94,6.19,2.61,13.01,2.78,38.44,35.36,2.01,43.04,51933,542763,24.6,777,62.71,184,14.85,80,6.46,98,7.91,5,0.4,0,0,1,0.08,94,7.59,9.95,0,29.31,0.3,3.32,41.44,14.17,33825547.142334,51489.7741833277
116,, ,Lindbergh/Morosgo,Neighborhood, ,0,,, ,383.43,0.6,Lindbergh Morosgo,B, ,,GIS,2022/05/24 00:00:00+00,{4F56681D-BF57-4FD0-8FC6-3D16E55A95CB},18578.7392219168,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,237,US,2.576,2.191,7465,31.4,3992,53.48,123,3.08,74,1.85,49,1.23,60,1.5,323,8.09,1014,25.4,923,23.12,426,10.67,239,5.99,175,4.38,142,3.56,140,3.51,113,2.83,3473,46.52,100,2.88,67,1.93,45,1.3,71,2.04,389,11.2,945,27.21,719,20.7,308,8.87,176,5.07,111,3.2,116,3.34,82,2.36,84,2.42,4626,603,13.04,4023,86.96,5118,492,9.61,2450,32.82,2436,32.63,1455,19.49,45,0.6,3,0.04,481,6.44,925,12.39,0,5.73,3.6,12.55,2.16,37.73,38.04,1.57,13.32,83824,402326,31.4,2976,68.65,323,7.45,592,13.66,61,1.41,24,0.55,108,2.49,193,4.45,58,1.34,19.04,0.67,1.3,0,20.99,56.23,1.56,16702297.0898438,18578.7392219168
117,, ,South Tuxedo Park,Neighborhood, ,0,,, ,243.99,0.38,South Tuxedo Park,B, ,,GIS,2022/05/24 00:00:00+00,{6BF972DB-C327-4501-B2E6-4CEA33F41344},16339.1927602432,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,238,US,2.576,2.191,3592,34,1745,48.58,79,4.53,57,3.27,52,2.98,38,2.18,106,6.07,295,16.91,288,16.5,170,9.74,103,5.9,88,5.04,88,5.04,98,5.62,95,5.44,1847,51.42,90,4.87,64,3.47,51,2.76,51,2.76,155,8.39,302,16.35,283,15.32,150,8.12,112,6.06,92,4.98,93,5.04,90,4.87,94,5.09,2068,308,14.89,1760,85.11,2594,526,20.28,2778,77.34,350,9.74,169,4.7,3,0.08,1,0.03,70,1.95,181,5.04,0,9.27,0,14.57,8.18,49.21,18.78,1.74,6.42,69066,1108434,34,582,48.38,0,0,0,0,218,18.12,122,10.14,0,0,110,9.14,171,14.21,19.95,0,0,0,0,75.96,4.08,10628146.2053223,16339.1927602432
118,, ,Buckhead Village,Neighborhood, ,0,,, ,127.21,0.2,Buckhead Village,B, ,,GIS,2022/05/24 00:00:00+00,{ED28CC83-BB5C-4EC2-8DA5-F47473E1FAB0},11010.9630257465,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,239,US,2.576,2.191,2605,33.1,1282,49.21,24,1.87,16,1.25,13,1.01,20,1.56,71,5.54,302,23.56,308,24.02,161,12.56,86,6.71,55,4.29,63,4.91,49,3.82,36,2.81,1323,50.79,23,1.74,14,1.06,10,0.76,10,0.76,74,5.59,359,27.14,288,21.77,125,9.45,91,6.88,69,5.22,58,4.38,29,2.19,31,2.34,1903,460,24.17,1443,75.83,2185,282,12.91,1523,58.46,577,22.15,223,8.56,16,0.61,0,0,50,1.92,218,8.37,0,4.21,2.1,6.91,6.01,54.64,26.14,1.37,13.92,95772,429592,33.1,1959,92.67,59,2.79,96,4.54,0,0,0,0,0,0,0,0,0,0,33.72,0,0.75,0,7.44,48.75,6.44,5541157.68652344,11010.9630257465
119,, ,Lindridge/Martin Manor,Neighborhood, ,0,,, ,451.7,0.71,Lindridge-Martin Manor,F, ,,GIS,2022/05/24 00:00:00+00,{90BE0814-C29E-4291-A2CC-92C43CD2C1E4},19387.2815573962,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,240,US,2.576,2.191,4322,32.9,2279,52.73,83,3.64,68,2.98,73,3.2,89,3.91,187,8.21,303,13.3,365,16.02,252,11.06,184,8.07,164,7.2,159,6.98,122,5.35,95,4.17,2043,47.27,99,4.85,79,3.87,62,3.03,75,3.67,229,11.21,422,20.66,302,14.78,202,9.89,132,6.46,105,5.14,82,4.01,51,2.5,70,3.43,2461,714,29.01,1747,70.99,2714,253,9.32,1614,37.34,1283,29.69,330,7.64,59,1.37,3,0.07,648,14.99,987,22.84,2.1,7.23,1.13,16.38,6.92,39.46,23.67,1.76,9.22,85277,582996,32.9,1264,46.76,314,11.62,294,10.88,101,3.74,10,0.37,4,0.15,211,7.81,504,18.65,14.63,0,4.79,0.93,9.03,69.78,0.81,19676041.0776367,19387.2815573962
120,, ,Atkins Park,Neighborhood, ,0,,, ,34.72,0.05,Atkins Park,F, ,,GIS,2022/05/24 00:00:00+00,{DBB8794B-36D0-4BBD-B1C4-B9A987C608EE},5200.580134303,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,241,US,2.576,2.191,453,34.7,227,50.11,9,3.96,5,2.2,4,1.76,5,2.2,12,5.29,31,13.66,37,16.3,25,11.01,18,7.93,13,5.73,15,6.61,12,5.29,10,4.41,226,49.89,5,2.21,6,2.65,3,1.33,4,1.77,19,8.41,45,19.91,45,19.91,19,8.41,15,6.64,14,6.19,8,3.54,10,4.42,8,3.54,207,74,35.75,133,64.25,220,13,5.91,320,70.64,72,15.89,23,5.08,2,0.44,0,0,12,2.65,31,6.84,3.42,12.37,2.11,21.32,1.05,33.95,25,2.16,9.5,58073,694079,34.7,38,19.39,14,7.14,57,29.08,20,10.2,27,13.78,5,2.55,8,4.08,27,13.78,20.34,2.54,5.93,2.12,0,67.8,1.27,1512562.99804688,5200.580134303
121,, ,Piedmont Heights,Neighborhood, ,0,,, ,310.55,0.49,Piedmont Heights,F, ,,GIS,2022/05/24 00:00:00+00,{DA81D2A5-7C53-49BE-B87A-9FD679C4AB5E},16305.3706494854,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,242,US,2.576,2.191,2707,32.8,1465,54.12,58,3.96,38,2.59,42,2.87,40,2.73,88,6.01,251,17.13,281,19.18,136,9.28,98,6.69,81,5.53,93,6.35,89,6.08,66,4.51,1242,45.88,48,3.86,31,2.5,29,2.33,48,3.86,151,12.16,248,19.97,231,18.6,103,8.29,71,5.72,62,4.99,70,5.64,40,3.22,27,2.17,1522,483,31.73,1039,68.27,1626,104,6.4,1702,62.87,484,17.88,216,7.98,4,0.15,0,0,77,2.84,197,7.28,0.8,5.43,0.66,6.98,7.54,51.83,26.73,1.78,4.61,117562,670213,32.8,496,31.29,277,17.48,84,5.3,62,3.91,37,2.33,60,3.79,117,7.38,453,28.58,21.82,0,1.51,0,0.36,72.14,4.11,13527657.6262207,16305.3706494854
122,, ,Whitewater Creek,Neighborhood, ,0,,, ,241.28,0.38,Whitewater Creek,A, ,,GIS,2022/05/24 00:00:00+00,{0BF9036B-0713-4060-8F9A-75FD0EBA961A},15940.1781436339,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,243,US,2.576,2.191,277,39.2,132,47.65,6,4.55,6,4.55,7,5.3,7,5.3,10,7.58,9,6.82,14,10.61,10,7.58,8,6.06,8,6.06,12,9.09,11,8.33,7,5.3,145,52.35,5,3.45,6,4.14,8,5.52,6,4.14,9,6.21,10,6.9,18,12.41,10,6.9,10,6.9,8,5.52,10,6.9,12,8.28,8,5.52,82,28,34.15,54,65.85,100,18,18,197,71.12,47,16.97,18,6.5,0,0,0,0,3,1.08,7,2.53,0.96,0,0,8.65,7.69,51.92,30.77,3.38,0,150000,954545,39.2,35,31.25,24,21.43,8,7.14,16,14.29,4,3.57,2,1.79,0,0,23,20.54,25.99,1.13,1.13,0,0,67.23,0,10510228.8310547,15940.1781436339
123,, ,West Paces Ferry/Northside,Neighborhood, ,0,,, ,427.99,0.67,West Paces Ferry/Northsid,A, ,,GIS,2022/05/24 00:00:00+00,{ABA61E88-73AD-4CAF-9217-5A66DC5A96EE},19835.8327454888,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,244,US,2.576,2.191,1195,44.5,603,50.46,28,4.64,42,6.97,48,7.96,48,7.96,45,7.46,25,4.15,17,2.82,12,1.99,45,7.46,46,7.63,52,8.62,46,7.63,43,7.13,592,49.54,27,4.56,40,6.76,47,7.94,39,6.59,36,6.08,20,3.38,14,2.36,30,5.07,43,7.26,43,7.26,49,8.28,41,6.93,41,6.93,389,372,95.63,17,4.37,416,27,6.49,1024,85.69,25,2.09,45,3.77,1,0.08,0,0,14,1.17,58,4.85,0,0,0,4.03,1.01,67.92,27.04,3.07,3.7,200001,1113333,44.5,0,0,6,1.76,0,0,0,0,0,0,0,0,39,11.44,297,87.1,28.35,0,0,0,0,70.13,1.52,18643305.8325195,19835.8327454888
124,, ,Pleasant Hill,Neighborhood, ,0,,, ,252.67,0.39,Pleasant Hill,A, ,,GIS,2022/05/24 00:00:00+00,{9D7BB91C-0DCF-45DD-8F3F-6F23748D4A93},15873.2404100289,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,245,US,2.576,2.191,241,41.8,117,48.55,4,3.42,4,3.42,5,4.27,7,5.98,4,3.42,7,5.98,14,11.97,11,9.4,10,8.55,9,7.69,7,5.98,8,6.84,7,5.98,124,51.45,3,2.42,4,3.23,6,4.84,5,4.03,6,4.84,10,8.06,13,10.48,12,9.68,9,7.26,9,7.26,8,6.45,8,6.45,6,4.84,64,38,59.38,26,40.62,86,22,25.58,143,59.34,65,26.97,17,7.05,0,0,0,0,3,1.24,10,4.15,3.08,5.13,0,5.13,3.59,35.9,47.18,3.77,5,121701,763889,41.8,7,12.73,6,10.91,6,10.91,0,0,0,0,0,0,17,30.91,19,34.55,22.47,0,4.49,0,0,70.79,2.25,11006253.9038086,15873.2404100289
125,, ,Norwood Manor,Neighborhood, ,0,,, ,332.38,0.52,Norwood Manor,Z, ,,GIS,2022/05/24 00:00:00+00,{7701FFA4-5F38-4CD1-8BB9-F3A3BCE2F5C7},21780.3971272141,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,246,US,2.576,2.191,1187,32.6,556,46.84,44,7.91,47,8.45,52,9.35,50,8.99,36,6.47,38,6.83,40,7.19,51,9.17,34,6.12,29,5.22,31,5.58,25,4.5,24,4.32,631,53.16,50,7.92,48,7.61,51,8.08,49,7.77,43,6.81,36,5.71,58,9.19,59,9.35,45,7.13,42,6.66,27,4.28,26,4.12,26,4.12,435,138,31.72,297,68.28,496,61,12.3,21,1.77,1069,90.06,9,0.76,8,0.67,1,0.08,35,2.95,60,5.05,5.01,33.8,7.93,18.5,11.4,14.46,2.23,2.73,27.03,35901,118382,32.6,25,4.3,13,2.23,114,19.59,132,22.68,25,4.3,1,0.17,4,0.69,267,45.88,13.86,0.99,0,1.24,5.45,66.58,11.63,14478200.8522949,21780.3971272141
126,, ,South River Gardens,Neighborhood, ,0,,, ,1804.02,2.82,George High,Z, ,,GIS,2022/05/24 00:00:00+00,{AD4831EB-8665-4D27-955F-A3FF96C3EAE1},38580.4562999595,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,247,US,2.576,2.191,2737,34.6,1251,45.71,107,8.55,110,8.79,125,9.99,109,8.71,78,6.24,79,6.31,74,5.92,83,6.63,78,6.24,64,5.12,72,5.76,54,4.32,53,4.24,1486,54.29,84,5.65,91,6.12,125,8.41,113,7.6,97,6.53,74,4.98,115,7.74,121,8.14,109,7.34,85,5.72,87,5.85,64,4.31,78,5.25,982,420,42.77,562,57.23,1225,243,19.84,57,2.08,2523,92.18,4,0.15,6,0.22,0,0,68,2.48,82,3,7,42.97,9.06,18.3,5.94,10.3,1.24,2.79,26.09,55672,212695,34.6,301,26.54,31,2.73,50,4.41,107,9.44,0,0,0,0,0,0,645,56.88,6.1,0,0,0,16.96,64.43,12.5,78582885.1074219,38580.4562999595
